requested_url,method,initial_status,redirect_location,hops,final_url,final_status,canonical,robots,content_type,expected,content_check,pass
https://silverstone-ai.com/,GET,200,,0,https://silverstone-ai.com/,200,https://silverstone-ai.com/,index, follow,text/html,{"initial":200;"final":200;"hops":0;"canonical":"https://silverstone-ai.com/";"robotsIncludes":"index"},n/a,PASS
https://silverstone-ai.com/about,GET,200,,0,https://silverstone-ai.com/about,200,https://silverstone-ai.com/about,index, follow,text/html,{"initial":200;"final":200;"hops":0;"canonical":"https://silverstone-ai.com/about";"robotsIncludes":"index"},n/a,PASS
https://silverstone-ai.com/blog,GET,200,,0,https://silverstone-ai.com/blog,200,https://silverstone-ai.com/blog,index, follow,text/html,{"initial":200;"final":200;"hops":0;"canonical":"https://silverstone-ai.com/blog";"robotsIncludes":"index"},n/a,PASS
https://silverstone-ai.com/blog/ai-automation-consulting-guide,GET,200,,0,https://silverstone-ai.com/blog/ai-automation-consulting-guide,200,https://silverstone-ai.com/blog/ai-automation-consulting-guide,index, follow,text/html,{"initial":200;"final":200;"hops":0;"canonical":"https://silverstone-ai.com/blog/ai-automation-consulting-guide";"robotsIncludes":"index"},n/a,PASS
https://silverstone-ai.com/blog/ai-automation-consulting-smarter-operating-system,GET,200,,0,https://silverstone-ai.com/blog/ai-automation-consulting-smarter-operating-system,200,https://silverstone-ai.com/blog/ai-automation-consulting-smarter-operating-system,index, follow,text/html,{"initial":200;"final":200;"hops":0;"canonical":"https://silverstone-ai.com/blog/ai-automation-consulting-smarter-operating-system";"robotsIncludes":"index"},n/a,PASS
https://silverstone-ai.com/blog/ai-receptionist-setup-guide,GET,200,,0,https://silverstone-ai.com/blog/ai-receptionist-setup-guide,200,https://silverstone-ai.com/blog/ai-receptionist-setup-guide,index, follow,text/html,{"initial":200;"final":200;"hops":0;"canonical":"https://silverstone-ai.com/blog/ai-receptionist-setup-guide";"robotsIncludes":"index"},n/a,PASS
https://silverstone-ai.com/blog/ai-receptionist-small-business-guide,GET,200,,0,https://silverstone-ai.com/blog/ai-receptionist-small-business-guide,200,https://silverstone-ai.com/blog/ai-receptionist-small-business-guide,index, follow,text/html,{"initial":200;"final":200;"hops":0;"canonical":"https://silverstone-ai.com/blog/ai-receptionist-small-business-guide";"robotsIncludes":"index"},n/a,PASS
https://silverstone-ai.com/blog/ai-voice-agent-buyers-guide,GET,200,,0,https://silverstone-ai.com/blog/ai-voice-agent-buyers-guide,200,https://silverstone-ai.com/blog/ai-voice-agent-buyers-guide,index, follow,text/html,{"initial":200;"final":200;"hops":0;"canonical":"https://silverstone-ai.com/blog/ai-voice-agent-buyers-guide";"robotsIncludes":"index"},n/a,PASS
https://silverstone-ai.com/blog/ai-voice-agent-development,GET,200,,0,https://silverstone-ai.com/blog/ai-voice-agent-development,200,https://silverstone-ai.com/blog/ai-voice-agent-development,index, follow,text/html,{"initial":200;"final":200;"hops":0;"canonical":"https://silverstone-ai.com/blog/ai-voice-agent-development";"robotsIncludes":"index"},n/a,PASS
https://silverstone-ai.com/blog/bespoke-app-development-guide,GET,200,,0,https://silverstone-ai.com/blog/bespoke-app-development-guide,200,https://silverstone-ai.com/blog/bespoke-app-development-guide,index, follow,text/html,{"initial":200;"final":200;"hops":0;"canonical":"https://silverstone-ai.com/blog/bespoke-app-development-guide";"robotsIncludes":"index"},n/a,PASS
https://silverstone-ai.com/blog/content-creation-framework,GET,200,,0,https://silverstone-ai.com/blog/content-creation-framework,200,https://silverstone-ai.com/blog/content-creation-framework,index, follow,text/html,{"initial":200;"final":200;"hops":0;"canonical":"https://silverstone-ai.com/blog/content-creation-framework";"robotsIncludes":"index"},n/a,PASS
https://silverstone-ai.com/blog/conversion-focused-website-planning,GET,200,,0,https://silverstone-ai.com/blog/conversion-focused-website-planning,200,https://silverstone-ai.com/blog/conversion-focused-website-planning,index, follow,text/html,{"initial":200;"final":200;"hops":0;"canonical":"https://silverstone-ai.com/blog/conversion-focused-website-planning";"robotsIncludes":"index"},n/a,PASS
https://silverstone-ai.com/blog/dental-practice-automation-guide,GET,200,,0,https://silverstone-ai.com/blog/dental-practice-automation-guide,200,https://silverstone-ai.com/blog/dental-practice-automation-guide,index, follow,text/html,{"initial":200;"final":200;"hops":0;"canonical":"https://silverstone-ai.com/blog/dental-practice-automation-guide";"robotsIncludes":"index"},n/a,PASS
https://silverstone-ai.com/blog/ecommerce-ai-systems-guide,GET,200,,0,https://silverstone-ai.com/blog/ecommerce-ai-systems-guide,200,https://silverstone-ai.com/blog/ecommerce-ai-systems-guide,index, follow,text/html,{"initial":200;"final":200;"hops":0;"canonical":"https://silverstone-ai.com/blog/ecommerce-ai-systems-guide";"robotsIncludes":"index"},n/a,PASS
https://silverstone-ai.com/blog/estate-agent-automation-guide,GET,200,,0,https://silverstone-ai.com/blog/estate-agent-automation-guide,200,https://silverstone-ai.com/blog/estate-agent-automation-guide,index, follow,text/html,{"initial":200;"final":200;"hops":0;"canonical":"https://silverstone-ai.com/blog/estate-agent-automation-guide";"robotsIncludes":"index"},n/a,PASS
